id,firstName,lastName,team,position,age,heightCm,gamesPlayed,jumperNumber,state,debutYear,finalYear,draftPick,nicknames,active,NEEDS_REVIEW,NOTES
callum-ah-chee,Callum,Ah Chee,Adelaide,Small Forward,28,182,171,4,,2026,,,,TRUE,,
hugh-bond,Hugh,Bond,Adelaide,Half Back,21,185,16,21,,2026,,,,TRUE,,
james-borlase,James,Borlase,Adelaide,Key Defender,23,192,15,35,,2023,,,,TRUE,,
brayden-cook,Brayden,Cook,Adelaide,Midfielder,23,189,36,15,,2026,,,,TRUE,,
indy-cotton,Indy,Cotton,Adelaide,Key Forward,18,195,0,33,,2026,,,,TRUE,,
matt-crouch,Matt,Crouch,Adelaide,,31,182,161,5,,2014,,,,TRUE,,
isaac-cumming,Isaac,Cumming,Adelaide,Midfielder,27,184,84,44,,2018,,,,TRUE,,
daniel-curtin,Daniel,Curtin,Adelaide,Midfielder,21,197,10,6,,2024,,,,TRUE,,
jordan-dawson,Jordan,Dawson,Adelaide,Midfielder,29,192,134,12,,2017,,,,TRUE,,
billy-dowling,Billy,Dowling,Adelaide,Midfielder,21,187,10,31,,2026,,,,TRUE,,
sid-draper,Sid,Draper,Adelaide,Midfielder,19,182,3,34,,2025,,,,TRUE,,
charlie-edwards,Charlie,Edwards,Adelaide,Key Defender,20,191,1,11,,2026,,,,TRUE,,
darcy-fogarty,Darcy,Fogarty,Adelaide,Key Forward,26,193,105,32,,2018,,,,TRUE,,
mitch-hinge,Mitch,Hinge,Adelaide,,27,190,68,20,,2019,,,,TRUE,,
mitchell-hinge,Mitchell,Hinge,Adelaide,Half Back,27,187,90,20,,2026,,,,TRUE,,
mark-keane,Mark,Keane,Adelaide,Key Defender,26,194,34,48,,2020,,,,TRUE,,
ben-keays,Ben,Keays,Adelaide,Forward Flank,29,185,139,2,,2016,,,,TRUE,,
rory-laird,Rory,Laird,Adelaide,Small Defender,32,177,250,29,,2013,,,,TRUE,,
archie-ludowyke,Archie,Ludowyke,Adelaide,Key Forward,18,197,0,34,,2026,,,,TRUE,,
finnbar-maley,Finnbar,Maley,Adelaide,Key Forward,22,197,11,36,,2026,,,,TRUE,,
mitchell-marsh,Mitchell,Marsh,Adelaide,Key Forward,19,192,0,26,,2026,,,,TRUE,,
lachlan-mcandrew,Lachlan,McAndrew,Adelaide,Ruck,25,209,8,42,,2026,,,,TRUE,,
max-michalanney,Max,Michalanney,Adelaide,Key Defender,22,190,48,16,,2023,,,,TRUE,,
wayne-milera,Wayne,Milera,Adelaide,Half Back,28,184,102,30,,2016,,,,TRUE,,
nick-murray,Nick,Murray,Adelaide,Key Defender,25,195,57,9,,2021,,,,TRUE,,
toby-murray,Toby,Murray,Adelaide,Key Forward,22,200,1,39,,2026,,,,TRUE,,
luke-nankervis,Luke,Nankervis,Adelaide,Midfielder,22,189,34,27,,2026,,,,TRUE,,
alex-neal-bullen,Alex,Neal-Bullen,Adelaide,Small Forward,30,182,179,28,,2015,,,,TRUE,,
reilly-obrien,Reilly,OBrien,Adelaide,Ruck,30,202,124,43,,2016,,,,TRUE,,
james-peatling,James,Peatling,Adelaide,Midfielder,25,182,48,25,,2021,,,,TRUE,,
luke-pedlar,Luke,Pedlar,Adelaide,Forward Flank,23,183,44,10,,2026,,,,TRUE,,
josh-rachele,Josh,Rachele,Adelaide,Midfielder,23,180,59,8,,2022,,,,TRUE,,
izak-rankine,Izak,Rankine,Adelaide,Midfielder,26,179,86,23,,2020,,,,TRUE,,
oscar-ryan,Oscar,Ryan,Adelaide,Half Back,20,187,0,22,,2026,,,,TRUE,,
lachlan-sholl,Lachlan,Sholl,Adelaide,Midfielder,26,185,77,38,,2020,,,,TRUE,,
jake-soligo,Jake,Soligo,Adelaide,Midfielder,23,180,63,14,,2022,,,,TRUE,,
zac-taylor,Zac,Taylor,Adelaide,Small Forward,23,180,30,19,,2026,,,,TRUE,,
riley-thilthorpe,Riley,Thilthorpe,Adelaide,Key Forward,23,200,56,7,,2021,,,,TRUE,,
taylor-walker,Taylor,Walker,Adelaide,Key Forward,36,193,281,13,,2009,,,,TRUE,,
tyler-welsh,Tyler,Welsh,Adelaide,Key Forward,19,191,0,17,,2026,,,,TRUE,,
josh-worrell,Josh,Worrell,Adelaide,Key Defender,25,195,33,24,,2021,,,,TRUE,,
oscar-allen,Oscar,Allen,Brisbane,Key Forward,27,196,111,4,,2018,,,,TRUE,,
harris-andrews,Harris,Andrews,Brisbane,Key Defender,29,201,215,31,,2015,,,,TRUE,,
daniel-annable,Daniel,Annable,Brisbane,Midfielder,19,184,1,14,,2026,,,,TRUE,,
noah-answerth,Noah,Answerth,Brisbane,Small Defender,26,182,74,43,,2019,,,,TRUE,,
levi-ashcroft,Levi,Ashcroft,Brisbane,Midfielder,19,179,3,10,,2025,,,,TRUE,,
will-ashcroft,Will,Ashcroft,Brisbane,Midfielder,21,182,34,8,,2023,,,,TRUE,,
zac-bailey,Zac,Bailey,Brisbane,Midfielder,26,182,143,33,,2018,,,,TRUE,,
luke-beecken,Luke,Beecken,Brisbane,Midfielder,25,185,1,17,,2026,,,,TRUE,,
jarrod-berry,Jarrod,Berry,Brisbane,Midfielder,28,193,163,7,,2017,,,,TRUE,,
shadeau-brain,Shadeau,Brain,Brisbane,Half Back,22,183,9,34,,2026,,,,TRUE,,
charlie-cameron,Charlie,Cameron,Brisbane,Small Forward,31,181,230,23,,2014,,,,TRUE,,
callum-chee,Callum,Chee,Brisbane,,28,182,146,4,,2016,,,,TRUE,,
cody-curtin,Cody,Curtin,Brisbane,Key Forward,18,200,0,37,,2026,,,,TRUE,,
sam-day,Sam,Day,Brisbane,,33,197,157,14,,2011,,,,TRUE,,
tom-doedee,Tom,Doedee,Brisbane,Key Defender,29,190,83,12,,2026,,,,TRUE,,
sam-draper,Sam,Draper,Brisbane,Key Forward,27,205,83,2,,2020,,,,TRUE,,
josh-dunkley,Josh,Dunkley,Brisbane,Midfielder,29,190,170,5,,2016,,,,TRUE,,
koby-evans,Koby,Evans,Brisbane,Midfielder,18,187,0,24,,2026,,,,TRUE,,
jaspa-fletcher,Jaspa,Fletcher,Brisbane,Half Back,22,183,44,3,,2023,,,,TRUE,,
darcy-fort,Darcy,Fort,Brisbane,Ruck,32,204,38,32,,2019,,,,TRUE,,
ty-gallop,Ty,Gallop,Brisbane,Key Defender,20,194,12,22,,2026,,,,TRUE,,
tai-hayes,Tai,Hayes,Brisbane,Midfielder,21,190,0,42,,2026,,,,TRUE,,
eric-hipwood,Eric,Hipwood,Brisbane,Key Forward,28,204,180,30,,2016,,,,TRUE,,
darragh-joyce,Darragh,Joyce,Brisbane,Key Defender,29,195,25,41,,2026,,,,TRUE,,
ryan-lester,Ryan,Lester,Brisbane,Key Defender,33,192,210,35,,2011,,,,TRUE,,
luke-lloyd,Luke,Lloyd,Brisbane,Key Forward,20,193,0,19,,2026,,,,TRUE,,
kai-lohmann,Kai,Lohmann,Brisbane,Forward Flank,22,185,37,1,,2022,,,,TRUE,,
sam-marshall,Sam,Marshall,Brisbane,Midfielder,20,185,11,20,,2026,,,,TRUE,,
hugh-mccluggage,Hugh,McCluggage,Brisbane,Midfielder,28,187,185,6,,2017,,,,TRUE,,
oscar-mcinerney,Oscar,McInerney,Brisbane,,31,205,153,46,,2018,,,,TRUE,,
conor-mckenna,Conor,McKenna,Brisbane,Forward Flank,30,184,125,26,,2015,,,,TRUE,,
will-mclachlan,Will,McLachlan,Brisbane,Forward Flank,21,185,1,28,,2025,,,,TRUE,,
logan-morris,Logan,Morris,Brisbane,Key Forward,20,191,22,13,,2024,,,,TRUE,,
ben-murphy,Ben,Murphy,Brisbane,Key Defender,0,191,0,39,,2026,,,,TRUE,,
lachie-neale,Lachie,Neale,Brisbane,Midfielder,32,177,275,9,,2012,,,,TRUE,,
jack-payne,Jack,Payne,Brisbane,Key Defender,26,197,71,40,,2020,,,,TRUE,,
cam-rayner,Cam,Rayner,Brisbane,,26,187,143,16,,2018,,,,TRUE,,
cameron-rayner,Cameron,Rayner,Brisbane,Forward Flank,26,187,173,16,,2026,,,,TRUE,,
bruce-reville,Bruce,Reville,Brisbane,Midfielder,25,185,14,38,,2024,,,,TRUE,,
henry-smith,Henry,Smith,Brisbane,Key Forward,23,202,6,25,,2026,,,,TRUE,,
reece-torrent,Reece,Torrent,Brisbane,Midfielder,20,184,0,36,,2026,,,,TRUE,,
james-tunstill,James,Tunstill,Brisbane,Midfielder,22,187,14,29,,2026,,,,TRUE,,
darcy-wilmot,Darcy,Wilmot,Brisbane,Half Back,22,183,59,44,,2022,,,,TRUE,,
zane-zakostelsky,Zane,Zakostelsky,Brisbane,Key Defender,20,196,3,21,,2026,,,,TRUE,,
dayne-zorko,Dayne,Zorko,Brisbane,Small Defender,37,175,280,15,,2012,,,,TRUE,,
blake-acres,Blake,Acres,Carlton,Midfielder,30,191,171,13,,2014,,,,TRUE,,
ben-ainsworth,Ben,Ainsworth,Carlton,Small Forward,28,178,165,12,,2017,,,,TRUE,,
jordan-boyd,Jordan,Boyd,Carlton,Small Defender,27,182,36,37,,2022,,,,TRUE,,
talor-byrne,Talor,Byrne,Carlton,Midfielder,18,174,5,39,,2026,,,,TRUE,,
lucas-camporeale,Lucas,Camporeale,Carlton,Midfielder,19,184,2,21,,2025,,,,TRUE,,
ben-camporeale,Ben,Camporeale,Carlton,Midfielder,19,186,0,16,,2026,,,,TRUE,,
matt-carroll,Matt,Carroll,Carlton,Half Back,20,188,23,32,,2026,,,,TRUE,,
adam-cerra,Adam,Cerra,Carlton,Midfielder,26,188,132,5,,2018,,,,TRUE,,
harry-charleson,Harry,Charleson,Carlton,Half Back,19,183,0,28,,2026,,,,TRUE,,
campbell-chesser,Campbell,Chesser,Carlton,Midfielder,22,186,39,31,,2026,,,,TRUE,,
matthew-cottrell,Matthew,Cottrell,Carlton,,26,181,71,46,,2020,,,,TRUE,,
matt-cottrell,Matt,Cottrell,Carlton,Midfielder,26,184,75,46,,2026,,,,TRUE,,
lachlan-cowan,Lachlan,Cowan,Carlton,Half Back,21,188,27,2,,2023,,,,TRUE,,
patrick-cripps,Patrick,Cripps,Carlton,Midfielder,31,195,210,9,,2014,,,,TRUE,,
harry-dean,Harry,Dean,Carlton,Key Defender,18,194,5,35,,2026,,,,TRUE,,
wade-derksen,Wade,Derksen,Carlton,Key Defender,24,194,2,47,,2026,,,,TRUE,,
sam-docherty,Sam,Docherty,Carlton,,32,187,172,15,,2013,,,,TRUE,,
matt-duffy,Matt,Duffy,Carlton,Key Defender,22,194,0,41,,2026,,,,TRUE,,
francis-evans,Francis,Evans,Carlton,Small Forward,24,182,36,44,,2021,,,,TRUE,,
oliver-florent,Oliver,Florent,Carlton,Half Back,27,184,191,14,,2017,,,,TRUE,,
lachie-fogarty,Lachie,Fogarty,Carlton,,27,180,73,8,,2018,,,,TRUE,,
lachlan-fogarty,Lachlan,Fogarty,Carlton,Small Forward,27,180,92,8,,2026,,,,TRUE,,
nick-haynes,Nick,Haynes,Carlton,Key Defender,33,193,214,26,,2012,,,,TRUE,,
will-hayward,Will,Hayward,Carlton,Forward Flank,27,186,190,19,,2017,,,,TRUE,,
george-hewett,George,Hewett,Carlton,Midfielder,30,187,182,29,,2016,,,,TRUE,,
oliver-hollands,Oliver,Hollands,Carlton,Half Back,22,184,45,4,,2023,,,,TRUE,,
elijah-hollands,Elijah,Hollands,Carlton,Midfielder,24,189,47,20,,2026,,,,TRUE,,
jack-ison,Jack,Ison,Carlton,Midfielder,19,192,0,30,,2026,,,,TRUE,,
brodie-kemp,Brodie,Kemp,Carlton,Key Forward,24,192,47,17,,2021,,,,TRUE,,
tom-koning,Tom,Koning,Carlton,,26,203,81,12,,2018,,,,TRUE,,
cooper-lord,Cooper,Lord,Carlton,Midfielder,21,184,4,36,,2024,,,,TRUE,,
mitch-mcgovern,Mitch,McGovern,Carlton,Key Defender,31,191,131,11,,2016,,,,TRUE,,
harry-mckay,Harry,McKay,Carlton,Key Forward,28,204,129,10,,2017,,,,TRUE,,
ashton-moir,Ashton,Moir,Carlton,Forward Flank,21,188,13,43,,2026,,,,TRUE,,
rob-monahan,Rob,Monahan,Carlton,Key Forward,21,194,0,34,,2026,,,,TRUE,,
jesse-motlop,Jesse,Motlop,Carlton,Small Forward,22,176,43,3,,2022,,,,TRUE,,
harry-ofarrell,Harry,O'Farrell,Carlton,Key Defender,19,196,6,22,,2026,,,,TRUE,,
hudson-okeeffe,Hudson,O'Keeffe,Carlton,Key Forward,21,202,8,40,,2026,,,,TRUE,,
liam-reidy,Liam,Reidy,Carlton,Key Forward,25,204,5,25,,2024,,,,TRUE,,
adam-saad,Adam,Saad,Carlton,Small Defender,31,178,198,42,,2015,,,,TRUE,,
jagga-smith,Jagga,Smith,Carlton,Midfielder,20,182,7,7,,2026,,,,TRUE,,
sam-walsh,Sam,Walsh,Carlton,Midfielder,25,184,122,18,,2019,,,,TRUE,,
jacob-weitering,Jacob,Weitering,Carlton,Key Defender,28,196,184,23,,2016,,,,TRUE,,
zac-williams,Zac,Williams,Carlton,,31,185,158,6,,2013,,,,TRUE,,
zachary-williams,Zachary,Williams,Carlton,Half Back,31,186,180,6,,2026,,,,TRUE,,
billy-wilson,Billy,Wilson,Carlton,Half Back,20,183,4,15,,2026,,,,TRUE,,
lewis-young,Lewis,Young,Carlton,Key Defender,27,197,69,33,,2017,,,,TRUE,,
flynn-young,Flynn,Young,Carlton,Small Forward,24,181,8,45,,2026,,,,TRUE,,
edward-allan,Edward,Allan,Collingwood,Midfielder,21,194,3,16,,2024,,,,TRUE,,
angus-anderson,Angus,Anderson,Collingwood,Midfielder,22,193,3,41,,2026,,,,TRUE,,
jack-buller,Jack,Buller,Collingwood,Key Forward,24,199,12,34,,2026,,,,TRUE,,
darcy-cameron,Darcy,Cameron,Collingwood,Ruck,30,204,98,14,,2018,,,,TRUE,,
joel-cochran,Joel,Cochran,Collingwood,Key Defender,20,195,0,27,,2026,,,,TRUE,,
jack-crisp,Jack,Crisp,Collingwood,Midfielder,32,190,252,25,,2012,,,,TRUE,,
josh-daicos,Josh,Daicos,Collingwood,Small Defender,27,178,129,7,,2017,,,,TRUE,,
nick-daicos,Nick,Daicos,Collingwood,Midfielder,23,184,73,35,,2022,,,,TRUE,,
jordan-de-goey,Jordan,De Goey,Collingwood,Midfielder,30,188,188,2,,2026,,,,TRUE,,
harry-demattia,Harry,Demattia,Collingwood,Midfielder,20,186,0,13,,2026,,,,TRUE,,
jamie-elliott-1992,Jamie,Elliott,Collingwood,Small Forward,33,178,197,5,,2012,,,,TRUE,,
jordan-goey,Jordan,Goey,Collingwood,,30,188,172,2,,2015,,,,TRUE,,
harvey-harrison,Harvey,Harrison,Collingwood,Small Forward,22,181,16,36,,2026,,,,TRUE,,
will-hayes,Will,Hayes,Collingwood,Small Forward,19,180,5,39,,2026,,,,TRUE,,
bobby-hill,Bobby,Hill,Collingwood,Small Forward,26,175,91,23,,2019,,,,TRUE,,
will-hoskin-elliott,Will,Hoskin-Elliott,Collingwood,,32,186,225,32,,2012,,,,TRUE,,
dan-houston,Dan,Houston,Collingwood,Half Back,28,186,170,9,,2017,,,,TRUE,,
jeremy-howe,Jeremy,Howe,Collingwood,Key Defender,35,190,255,38,,2011,,,,TRUE,,
noah-howes,Noah,Howes,Collingwood,Key Forward,20,196,0,40,,2026,,,,TRUE,,
tew-jiath,Tew,Jiath,Collingwood,Half Back,21,188,1,19,,2026,,,,TRUE,,
patrick-lipinski,Patrick,Lipinski,Collingwood,Midfielder,27,187,121,1,,2017,,,,TRUE,,
ned-long,Ned,Long,Collingwood,Midfielder,23,194,15,44,,2022,,,,TRUE,,
brayden-maynard,Brayden,Maynard,Collingwood,Half Back,29,189,212,4,,2015,,,,TRUE,,
zac-mccarthy,Zac,McCarthy,Collingwood,Key Forward,18,199,0,37,,2026,,,,TRUE,,
beau-mccreery,Beau,McCreery,Collingwood,Forward Flank,25,186,80,31,,2021,,,,TRUE,,
reef-mcinnes,Reef,McInnes,Collingwood,Key Defender,23,194,23,26,,2022,,,,TRUE,,
daniel-mcstay,Daniel,McStay,Collingwood,Key Forward,30,195,183,11,,2014,,,,TRUE,,
tim-membrey,Tim,Membrey,Collingwood,Forward Flank,31,190,182,28,,2014,,,,TRUE,,
darcy-moore,Darcy,Moore,Collingwood,Key Defender,30,203,176,30,,2015,,,,TRUE,,
wil-parker,Wil,Parker,Collingwood,Half Back,23,183,11,15,,2026,,,,TRUE,,
scott-pendlebury,Scott,Pendlebury,Collingwood,Midfielder,38,191,406,10,,2006,,,,TRUE,,
harry-perryman,Harry,Perryman,Collingwood,Half Back,27,184,132,12,,2017,,,,TRUE,,
tyan-prindable,Tyan,Prindable,Collingwood,Midfielder,19,182,0,18,,2026,,,,TRUE,,
isaac-quaynor,Isaac,Quaynor,Collingwood,Small Defender,26,180,111,3,,2019,,,,TRUE,,
jakob-ryan,Jakob,Ryan,Collingwood,Half Back,21,189,1,24,,2026,,,,TRUE,,
jai-saxena,Jai,Saxena,Collingwood,Small Forward,18,179,0,43,,2026,,,,TRUE,,
lachie-schultz,Lachie,Schultz,Collingwood,,28,178,113,8,,2019,,,,TRUE,,
lachlan-schultz,Lachlan,Schultz,Collingwood,Small Forward,28,178,133,8,,2026,,,,TRUE,,
steele-sidebottom,Steele,Sidebottom,Collingwood,Midfielder,35,184,334,22,,2009,,,,TRUE,,
iliro-smit,Iliro,Smit,Collingwood,Ruck,20,200,0,20,,2026,,,,TRUE,,
roan-steele,Roan,Steele,Collingwood,Midfielder,24,183,12,45,,2026,,,,TRUE,,
oscar-steene,Oscar,Steene,Collingwood,Key Forward,22,201,5,21,,2026,,,,TRUE,,
lachlan-sullivan,Lachlan,Sullivan,Collingwood,,28,180,11,33,,2024,,,,TRUE,,
lachie-sullivan,Lachie,Sullivan,Collingwood,Small Forward,28,180,25,33,,2026,,,,TRUE,,
samuel-swadling,Samuel,Swadling,Collingwood,Midfielder,19,189,0,32,,2026,,,,TRUE,,
charlie-west,Charlie,West,Collingwood,Key Forward,20,194,1,29,,2026,,,,TRUE,,
lachlan-blakiston,Lachlan,Blakiston,Essendon,Key Defender,27,203,18,46,,2026,,,,TRUE,,
cillian-bourke,Cillian,Bourke,Essendon,Key Defender,19,190,0,39,,2026,,,,TRUE,,
nick-bryan,Nick,Bryan,Essendon,Ruck,24,202,22,24,,2021,,,,TRUE,,
nate-caddy,Nate,Caddy,Essendon,Key Forward,20,193,13,30,,2024,,,,TRUE,,
jye-caldwell,Jye,Caldwell,Essendon,Midfielder,25,183,81,6,,2019,,,,TRUE,,
angus-clarke,Angus,Clarke,Essendon,Half Back,19,188,14,36,,2026,,,,TRUE,,
nikolas-cox,Nikolas,Cox,Essendon,Midfielder,24,200,53,13,,2026,,,,TRUE,,
archer-day-wicks,Archer,Day-Wicks,Essendon,Midfielder,19,186,10,44,,2026,,,,TRUE,,
sam-durham,Sam,Durham,Essendon,Midfielder,24,185,74,22,,2021,,,,TRUE,,
xavier-duursma,Xavier,Duursma,Essendon,Midfielder,25,186,91,28,,2019,,,,TRUE,,
tom-edwards,Tom,Edwards,Essendon,Key Forward,25,191,2,45,,2025,,,,TRUE,,
hussien-el-achkar,Hussien,El Achkar,Essendon,Small Forward,19,171,2,33,,2026,,,,TRUE,,
saad-el-hawli,Saad,El-Hawli,Essendon,Midfielder,24,184,1,41,,2025,,,,TRUE,,
jacob-farrow,Jacob,Farrow,Essendon,Half Back,18,188,5,2,,2026,,,,TRUE,,
brayden-fiorini,Brayden,Fiorini,Essendon,Midfielder,28,187,125,8,,2026,,,,TRUE,,
kayle-gerreyn,Kayle,Gerreyn,Essendon,Ruck,19,199,0,19,,2026,,,,TRUE,,
jade-gresham,Jade,Gresham,Essendon,Small Forward,28,179,161,11,,2016,,,,TRUE,,
lewis-hayes,Lewis,Hayes,Essendon,Key Defender,21,199,1,18,,2026,,,,TRUE,,
ben-hobbs,Ben,Hobbs,Essendon,,22,183,50,8,,2022,,,,TRUE,,
zak-johnson,Zak,Johnson,Essendon,Half Back,19,185,13,40,,2026,,,,TRUE,,
harry-jones,Harry,Jones,Essendon,,25,194,55,23,,2021,,,,TRUE,,
harrison-jones,Harrison,Jones,Essendon,Midfielder,25,196,59,23,,2026,,,,TRUE,,
isaac-kako,Isaac,Kako,Essendon,Small Forward,20,175,3,10,,2025,,,,TRUE,,
max-kondogiannis,Max,Kondogiannis,Essendon,Key Defender,18,191,2,29,,2026,,,,TRUE,,
kyle-langford,Kyle,Langford,Essendon,Midfielder,29,191,154,4,,2015,,,,TRUE,,
nic-martin,Nic,Martin,Essendon,,25,190,70,37,,2022,,,,TRUE,,
nicholas-martin,Nicholas,Martin,Essendon,Midfielder,25,192,83,37,,2026,,,,TRUE,,
archie-may,Archie,May,Essendon,Key Forward,21,198,13,26,,2026,,,,TRUE,,
andrew-mcgrath,Andrew,McGrath,Essendon,Small Defender,27,178,160,1,,2017,,,,TRUE,,
ben-mckay,Ben,McKay,Essendon,Key Defender,28,201,97,32,,2017,,,,TRUE,,
liam-mcmahon,Liam,McMahon,Essendon,Key Forward,23,197,7,48,,2026,,,,TRUE,,
jye-menzie,Jye,Menzie,Essendon,,23,180,39,29,,2022,,,,TRUE,,
zach-merrett,Zach,Merrett,Essendon,,30,180,232,7,,2014,,,,TRUE,,
zachary-merrett,Zachary,Merrett,Essendon,Midfielder,30,179,258,7,,2026,,,,TRUE,,
jayden-nguyen,Jayden,Nguyen,Essendon,Small Defender,19,178,7,42,,2026,,,,TRUE,,
archie-perkins,Archie,Perkins,Essendon,Forward Flank,24,185,82,16,,2021,,,,TRUE,,
jaxon-prior,Jaxon,Prior,Essendon,Half Back,24,188,42,25,,2021,,,,TRUE,,
mason-redman,Mason,Redman,Essendon,Half Back,28,187,127,27,,2016,,,,TRUE,,
zach-reid,Zach,Reid,Essendon,Key Defender,24,202,12,31,,2021,,,,TRUE,,
jordan-ridley,Jordan,Ridley,Essendon,Key Defender,27,192,96,14,,2018,,,,TRUE,,
archie-roberts,Archie,Roberts,Essendon,Half Back,20,184,7,21,,2024,,,,TRUE,,
sullivan-robey,Sullivan,Robey,Essendon,Midfielder,18,192,3,9,,2026,,,,TRUE,,
dyson-sharp,Dyson,Sharp,Essendon,Midfielder,18,187,3,15,,2026,,,,TRUE,,
dylan-shiel,Dylan,Shiel,Essendon,,33,182,223,9,,2012,,,,TRUE,,
elijah-tsatas,Elijah,Tsatas,Essendon,Midfielder,21,187,13,5,,2023,,,,TRUE,,
rhys-unwin,Rhys,Unwin,Essendon,Small Forward,19,179,3,38,,2026,,,,TRUE,,
vigo-visentini,Vigo,Visentini,Essendon,Ruck,20,203,2,17,,2026,,,,TRUE,,
james-aish,James,Aish,Fremantle,,30,183,184,11,,2014,,,,TRUE,,
jye-amiss,Jye,Amiss,Fremantle,Key Forward,22,196,50,24,,2022,,,,TRUE,,
bailey-banfield,Bailey,Banfield,Fremantle,Key Defender,28,190,100,41,,2018,,,,TRUE,,
shai-bolton,Shai,Bolton,Fremantle,Midfielder,27,175,137,15,,2017,,,,TRUE,,
andrew-brayshaw,Andrew,Brayshaw,Fremantle,Midfielder,26,184,149,8,,2018,,,,TRUE,,
jaren-carr,Jaren,Carr,Fremantle,Key Forward,22,191,0,38,,2026,,,,TRUE,,
heath-chapman,Heath,Chapman,Fremantle,Key Defender,24,193,45,5,,2021,,,,TRUE,,
jordan-clark,Jordan,Clark,Fremantle,Half Back,25,185,105,6,,2019,,,,TRUE,,
brennan-cox,Brennan,Cox,Fremantle,Key Defender,27,195,114,36,,2017,,,,TRUE,,
mason-cox,Mason,Cox,Fremantle,Key Forward,35,211,141,18,,2016,,,,TRUE,,
hugh-davies,Hugh,Davies,Fremantle,Key Defender,21,196,2,12,,2026,,,,TRUE,,
josh-draper,Josh,Draper,Fremantle,Key Defender,22,197,23,37,,2024,,,,TRUE,,
isaiah-dudley,Isaiah,Dudley,Fremantle,Small Forward,22,171,1,43,,2025,,,,TRUE,,
neil-erasmus,Neil,Erasmus,Fremantle,Midfielder,22,190,25,28,,2022,,,,TRUE,,
michael-frederick,Michael,Frederick,Fremantle,Forward Flank,25,183,81,32,,2020,,,,TRUE,,
luke-jackson,Luke,Jackson,Fremantle,Ruck,24,198,101,9,,2020,,,,TRUE,,
matthew-johnson,Matthew,Johnson,Fremantle,,23,193,40,44,,2023,,,,TRUE,,
matt-johnson,Matt,Johnson,Fremantle,Midfielder,23,193,62,44,,2026,,,,TRUE,,
leon-kickett,Leon,Kickett,Fremantle,Midfielder,26,0,0,19,,2026,,,,TRUE,,
ryda-luke,Ryda,Luke,Fremantle,Forward Flank,18,185,0,40,,2026,,,,TRUE,,
judd-mcvee,Judd,McVee,Fremantle,Half Back,22,185,72,17,,2026,,,,TRUE,,
ollie-murphy,Ollie,Murphy,Fremantle,Key Defender,20,200,0,33,,2026,,,,TRUE,,
tobyn-murray,Tobyn,Murray,Fremantle,Small Forward,20,180,0,11,,2026,,,,TRUE,,
charlie-nicholls,Charlie,Nicholls,Fremantle,Key Forward,19,197,0,22,,2026,,,,TRUE,,
nathan-odriscoll,Nathan,ODriscoll,Fremantle,Midfielder,23,188,27,30,,2022,,,,TRUE,,
jaeger-omeara,Jaeger,OMeara,Fremantle,Midfielder,32,183,188,2,,2013,,,,TRUE,,
alex-pearce,Alex,Pearce,Fremantle,Key Defender,30,201,125,25,,2015,,,,TRUE,,
murphy-reid,Murphy,Reid,Fremantle,Small Forward,19,181,3,16,,2025,,,,TRUE,,
aiden-riddle,Aiden,Riddle,Fremantle,Ruck,20,200,0,42,,2026,,,,TRUE,,
luke-ryan,Luke,Ryan,Fremantle,Half Back,30,187,158,13,,2017,,,,TRUE,,
chris-scerri,Chris,Scerri,Fremantle,Midfielder,19,177,4,45,,2026,,,,TRUE,,
caleb-serong,Caleb,Serong,Fremantle,Midfielder,25,178,106,3,,2020,,,,TRUE,,
jeremy-sharp,Jeremy,Sharp,Fremantle,Midfielder,24,187,49,14,,2020,,,,TRUE,,
cooper-simpson,Cooper,Simpson,Fremantle,Small Defender,21,182,5,29,,2026,,,,TRUE,,
sam-sturt,Sam,Sturt,Fremantle,Key Forward,25,190,31,1,,2026,,,,TRUE,,
adam-sweid,Adam,Sweid,Fremantle,Midfielder,18,176,0,15,,2026,,,,TRUE,,
sam-switkowski,Sam,Switkowski,Fremantle,Small Forward,29,179,89,39,,2018,,,,TRUE,,
josh-treacy,Josh,Treacy,Fremantle,Key Forward,23,193,59,35,,2021,,,,TRUE,,
patrick-voss,Patrick,Voss,Fremantle,Key Forward,22,195,9,20,,2024,,,,TRUE,,
corey-wagner,Corey,Wagner,Fremantle,Midfielder,29,181,42,34,,2016,,,,TRUE,,
brandon-walker,Brandon,Walker,Fremantle,Half Back,23,183,66,31,,2021,,,,TRUE,,
toby-whan,Toby,Whan,Fremantle,Midfielder,18,184,0,27,,2026,,,,TRUE,,
karl-worner,Karl,Worner,Fremantle,Half Back,23,188,10,23,,2023,,,,TRUE,,
tom-atkins,Tom,Atkins,Geelong,Midfielder,30,180,130,30,,2019,,,,TRUE,,
harley-barker,Harley,Barker,Geelong,Midfielder,18,188,0,26,,2026,,,,TRUE,,
mark-blicavs,Mark,Blicavs,Geelong,Ruck,35,198,273,46,,2013,,,,TRUE,,
jack-bowes,Jack,Bowes,Geelong,Midfielder,28,187,125,12,,2017,,,,TRUE,,
cillian-burke,Cillian,Burke,Geelong,Key Defender,23,192,0,41,,2026,,,,TRUE,,
jeremy-cameron,Jeremy,Cameron,Geelong,Key Forward,33,196,257,5,,2012,,,,TRUE,,
jhye-clark,Jhye,Clark,Geelong,Midfielder,21,181,19,13,,2023,,,,TRUE,,
ted-clohesy,Ted,Clohesy,Geelong,,21,184,5,40,,2023,,,,TRUE,,
